% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.083	1	0	9	4	4	8	421	0	0	0
0.084	1	0	9	5	3	20	1191	0	0	0
0.085	1	0	9	6	2	14	775	0	0	0
0.086	1	0	9	7	1	22	1383	0	0	0
0.087	1	0	9	8	4	8	421	0	0	0
0.088	1	0	9	9	2	14	775	0	0	0
0.089	1	0	9	10	4	8	421	0	0	0
0.09	1	0	10	1	3	20	1191	0	0	0
0.091	1	0	10	2	4	8	421	0	0	0
0.092	1	0	10	3	6	28	2196	0	0	0
0.093	1	0	10	4	1	22	1383	0	0	0
0.094	1	0	10	5	2	14	775	0	0	0
0.095	1	0	10	6	4	8	421	0	0	0
0.096	1	0	10	7	4	8	421	0	0	0
0.097	1	0	10	8	3	20	1191	0	0	0
0.098	1	0	10	9	2	14	775	0	0	0
0.099	1	0	10	10	4	8	421	0	0	0
0.1	1	0	11	1	1	22	1383	0	0	0
0.101	1	0	11	2	4	8	421	0	0	0
0.102	1	0	11	3	2	14	775	0	0	0
0.103	1	0	11	4	4	8	421	0	0	0
0.104	1	0	11	5	6	28	2196	0	0	0
0.105	1	0	11	6	3	20	1191	0	0	0
0.106	1	0	11	7	4	8	421	0	0	0
0.107	1	0	11	8	2	14	775	0	0	0
0.108	1	0	11	9	4	8	421	0	0	0
0.109	1	0	11	10	1	22	1383	0	0	0
0.11	1	0	12	1	4	8	421	0	0	0
0.111	1	0	12	2	2	14	775	0	0	0
0.112	1	0	12	3	3	20	1191	0	0	0
0.113	1	0	12	4	4	8	421	0	0	0
0.114	1	0	12	5	2	14	775	0	0	0
0.115	1	0	12	6	4	8	421	0	0	0
0.116	1	0	12	7	6	28	2196	0	0	0
0.117	1	0	12	8	1	22	1383	0	0	0
0.118	1	0	12	9	3	20	1191	0	0	0
0.119	1	0	12	10	4	8	421	0	0	0
0.12	1	0	13	1	2	14	775	0	0	0
0.121	1	0	13	2	4	8	421	0	0	0
0.122	1	0	13	3	4	8	421	0	0	0
0.123	1	0	13	4	2	14	775	0	0	0
0.124	1	0	13	5	1	22	1383	0	0	0
0.125	1	0	13	6	3	20	1191	0	0	0
0.126	1	0	13	7	4	8	421	0	0	0
0.127	1	0	13	8	4	8	421	0	0	0
0.128	1	0	13	9	6	28	2196	0	0	0
0.129	1	0	13	10	2	14	775	0	0	0
0.13	1	0	14	1	4	8	421	0	0	0
0.131	1	0	14	2	3	20	1191	0	0	0
0.132	1	0	14	3	1	22	1383	0	0	0
0.133	1	0	14	4	4	8	421	0	0	0
0.134	1	0	14	5	2	14	775	0	0	0
0.135	1	0	14	6	4	8	421	0	0	0
0.136	1	0	14	7	4	8	421	0	0	0
0.137	1	0	14	8	2	14	775	0	0	0
0.138	1	0	14	9	3	20	1191	0	0	0
0.139	1	0	14	10	1	22	1383	0	0	0
0.14	1	0	15	1	4	8	421	0	0	0
0.141	1	0	15	2	6	28	2196	0	0	0
0.142	1	0	15	3	2	14	775	0	0	0
0.143	1	0	15	4	4	8	421	0	0	0
0.144	1	0	15	5	3	20	1191	0	0	0
0.145	1	0	15	6	4	8	421	0	0	0
0.146	1	0	15	7	2	14	775	0	0	0
0.147	1	0	15	8	4	8	421	0	0	0
0.148	1	0	15	9	1	22	1383	0	0	0
0.149	1	0	15	10	4	8	421	0	0	0
0.15	1	0	16	1	2	14	775	0	0	0
0.151	1	0	16	2	3	20	1191	0	0	0
0.152	1	0	16	3	4	8	421	0	0	0
0.153	1	0	16	4	6	28	2196	0	0	0
0.154	1	0	16	5	4	8	421	0	0	0
0.155	1	0	16	6	2	14	775	0	0	0
0.156	1	0	16	7	1	22	1383	0	0	0
0.157	1	0	16	8	4	8	421	0	0	0
0.158	1	0	16	9	3	20	1191	0	0	0
0.159	1	0	16	10	4	8	421	0	0	0
0.16	1	0	17	1	2	14	775	0	0	0
0.161	1	0	17	2	4	8	421	0	0	0
0.162	1	0	17	3	1	22	1383	0	0	0
0.163	1	0	17	4	2	14	775	0	0	0
0.164	1	0	17	5	4	8	421	0	0	0
0.165	1	0	17	6	6	28	2196	0	0	0
0.166	1	0	17	7	3	20	1191	0	0	0
0.167	1	0	17	8	4	8	421	0	0	0
0.168	1	0	17	9	2	14	775	0	0	0
0.169	1	0	17	10	4	8	421	0	0	0
0.17	1	0	18	1	1	22	1383	0	0	0
0.171	1	0	18	2	4	8	421	0	0	0
0.172	1	0	18	3	3	20	1191	0	0	0
0.173	1	0	18	4	2	14	775	0	0	0
0.174	1	0	18	5	4	8	421	0	0	0
0.175	1	0	18	6	4	8	421	0	0	0
0.176	1	0	18	7	6	28	2196	0	0	0
0.177	1	0	18	8	2	14	775	0	0	0
0.178	1	0	18	9	3	20	1191	0	0	0
0.179	1	0	18	10	1	22	1383	0	0	0
0.18	1	0	19	1	4	8	421	0	0	0
0.181	1	0	19	2	4	8	421	0	0	0
0.182	1	0	19	3	2	14	775	0	0	0
0.183	1	0	19	4	4	8	421	0	0	0
0.184	1	0	19	5	3	20	1191	0	0	0
0.185	1	0	19	6	4	8	421	0	0	0
0.186	1	0	19	7	2	14	775	0	0	0
0.187	1	0	19	8	1	22	1383	0	0	0
0.188	1	0	19	9	4	8	421	0	0	0
0.189	1	0	19	10	6	28	2196	0	0	0
0.19	1	0	20	1	2	14	775	0	0	0
0.191	1	0	20	2	4	8	421	0	0	0
0.192	1	0	20	3	3	20	1191	0	0	0
0.193	1	0	20	4	4	8	421	0	0	0
0.194	1	0	20	5	1	22	1383	0	0	0
0.195	1	0	20	6	2	14	775	0	0	0
0.196	1	0	20	7	4	8	421	0	0	0
0.197	1	0	20	8	4	8	421	0	0	0
0.198	1	0	20	9	3	20	1191	0	0	0
0.199	1	0	20	10	2	14	775	0	0	0
0.2	1	0	21	1	4	8	421	0	0	0
0.201	1	0	21	2	6	28	2196	0	0	0
0.202	1	0	21	3	1	22	1383	0	0	0
0.203	1	0	21	4	4	8	421	0	0	0
0.204	1	0	21	5	2	14	775	0	0	0
0.205	1	0	21	6	3	20	1191	0	0	0
0.206	1	0	21	7	4	8	421	0	0	0
0.207	1	0	21	8	4	8	421	0	0	0
0.208	1	0	21	9	2	14	775	0	0	0
0.209	1	0	21	10	1	22	1383	0	0	0
0.21	1	0	22	1	4	8	421	0	0	0
0.211	1	0	22	2	3	20	1191	0	0	0
0.212	1	0	22	3	2	14	775	0	0	0
0.213	1	0	22	4	4	8	421	0	0	0
0.214	1	0	22	5	6	28	2196	0	0	0
0.215	1	0	22	6	4	8	421	0	0	0
0.216	1	0	22	7	2	14	775	0	0	0
0.217	1	0	22	8	1	22	1383	0	0	0
0.218	1	0	22	9	4	8	421	0	0	0
0.219	1	0	22	10	3	20	1191	0	0	0
0.22	1	0	23	1	4	8	421	0	0	0
0.221	1	0	23	2	2	14	775	0	0	0
0.222	1	0	23	3	4	8	421	0	0	0
0.223	1	0	23	4	4	8	421	0	0	0
0.224	1	0	23	5	6	28	2196	0	0	0
0.225	1	0	23	6	1	22	1383	0	0	0
0.226	1	0	23	7	3	20	1191	0	0	0
0.227	1	0	23	8	2	14	775	0	0	0
0.228	1	0	23	9	4	8	421	0	0	0
0.229	1	0	23	10	4	8	421	0	0	0
0.23	1	0	24	1	2	14	775	0	0	0
0.231	1	0	24	2	3	20	1191	0	0	0
0.232	1	0	24	3	4	8	421	0	0	0
0.233	1	0	24	4	1	22	1383	0	0	0
0.234	1	0	24	5	4	8	421	0	0	0
0.235	1	0	24	6	2	14	775	0	0	0
0.236	1	0	24	7	6	28	2196	0	0	0
0.237	1	0	24	8	4	8	421	0	0	0
0.238	1	0	24	9	3	20	1191	0	0	0
0.239	1	0	24	10	2	14	775	0	0	0
0.24	1	0	25	1	4	8	421	0	0	0
0.241	1	0	25	2	1	22	1383	0	0	0
0.242	1	0	25	3	4	8	421	0	0	0
0.243	1	0	25	4	2	14	775	0	0	0
0.244	1	0	25	5	4	8	421	0	0	0
0.245	1	0	25	6	3	20	1191	0	0	0
0.246	1	0	25	7	4	8	421	0	0	0
0.247	1	0	25	8	2	14	775	0	0	0
0.248	1	0	25	9	1	22	1383	0	0	0
0.249	1	0	25	10	6	28	2196	0	0	0
0.25	1	0	26	1	4	8	421	0	0	0
0.251	1	0	26	2	4	8	421	0	0	0
0.252	1	0	26	3	3	20	1191	0	0	0
0.253	1	0	26	4	2	14	775	0	0	0
0.254	1	0	26	5	4	8	421	0	0	0
0.255	1	0	26	6	1	22	1383	0	0	0
0.256	1	0	26	7	4	8	421	0	0	0
0.257	1	0	26	8	2	14	775	0	0	0
0.258	1	0	26	9	4	8	421	0	0	0
0.259	1	0	26	10	3	20	1191	0	0	0
0.26	1	0	27	1	6	28	2196	0	0	0
0.261	1	0	27	2	4	8	421	0	0	0
0.262	1	0	27	3	2	14	775	0	0	0
0.263	1	0	27	4	4	8	421	0	0	0
0.264	1	0	27	5	1	22	1383	0	0	0
0.265	1	0	27	6	3	20	1191	0	0	0
0.266	1	0	27	7	2	14	775	0	0	0
0.267	1	0	27	8	4	8	421	0	0	0
0.268	1	0	27	9	4	8	421	0	0	0
0.269	1	0	27	10	2	14	775	0	0	0
0.27	1	0	28	1	4	8	421	0	0	0
0.271	1	0	28	2	1	22	1383	0	0	0
0.272	1	0	28	3	3	20	1191	0	0	0
0.273	1	0	28	4	6	28	2196	0	0	0
0.274	1	0	28	5	4	8	421	0	0	0
0.275	1	0	28	6	2	14	775	0	0	0
0.276	1	0	28	7	4	8	421	0	0	0
0.277	1	0	28	8	4	8	421	0	0	0
0.278	1	0	28	9	3	20	1191	0	0	0
0.279	1	0	28	10	2	14	775	0	0	0
0.28	1	0	29	1	1	22	1383	0	0	0
0.281	1	0	29	2	4	8	421	0	0	0
0.282	1	0	29	3	4	8	421	0	0	0
0.283	1	0	29	4	2	14	775	0	0	0
0.284	1	0	29	5	6	28	2196	0	0	0
0.285	1	0	29	6	4	8	421	0	0	0
0.286	1	0	29	7	3	20	1191	0	0	0
0.287	1	0	29	8	1	22	1383	0	0	0
0.288	1	0	29	9	2	14	775	0	0	0
0.289	1	0	29	10	4	8	421	0	0	0
0.29	1	0	30	1	4	8	421	0	0	0
0.291	1	0	30	2	2	14	775	0	0	0
0.292	1	0	30	3	3	20	1191	0	0	0
0.293	1	0	30	4	4	8	421	0	0	0
0.294	1	0	30	5	1	22	1383	0	0	0
0.295	1	0	30	6	4	8	421	0	0	0
0.296	1	0	30	7	2	14	775	0	0	0
0.297	1	0	30	8	6	28	2196	0	0	0
0.298	1	0	30	9	4	8	421	0	0	0
0.299	1	0	30	10	3	20	1191	0	0	0
0.3	1	0	31	1	4	8	421	0	0	0
0.301	1	0	31	2	2	14	775	0	0	0
0.302	1	0	31	3	4	8	421	0	0	0
0.303	1	0	31	4	1	22	1383	0	0	0
0.304	1	0	31	5	4	8	421	0	0	0
0.305	1	0	31	6	2	14	775	0	0	0
0.306	1	0	31	7	3	20	1191	0	0	0
0.307	1	0	31	8	4	8	421	0	0	0
0.308	1	0	31	9	6	28	2196	0	0	0
0.309	1	0	31	10	4	8	421	0	0	0
0.31	1	0	32	1	2	14	775	0	0	0
0.311	1	0	32	2	1	22	1383	0	0	0
0.312	1	0	32	3	4	8	421	0	0	0
0.313	1	0	32	4	3	20	1191	0	0	0
0.314	1	0	32	5	2	14	775	0	0	0
0.315	1	0	32	6	4	8	421	0	0	0
0.316	1	0	32	7	4	8	421	0	0	0
0.317	1	0	32	8	1	22	1383	0	0	0
0.318	1	0	32	9	2	14	775	0	0	0
0.319	1	0	32	10	3	20	1191	0	0	0
0.32	1	0	33	1	4	8	421	0	0	0
0.321	1	0	33	2	6	28	2196	0	0	0
0.322	1	0	33	3	4	8	421	0	0	0
0.323	1	0	33	4	2	14	775	0	0	0
0.324	1	0	33	5	4	8	421	0	0	0
0.325	1	0	33	6	1	22	1383	0	0	0
0.326	1	0	33	7	3	20	1191	0	0	0
0.327	1	0	33	8	4	8	421	0	0	0
0.328	1	0	33	9	2	14	775	0	0	0
0.329	1	0	33	10	4	8	421	0	0	0
0.33	1	0	34	1	4	8	421	0	0	0
0.331	1	0	34	2	2	14	775	0	0	0
0.332	1	0	34	3	3	20	1191	0	0	0
0.333	1	0	34	4	6	28	2196	0	0	0
0.334	1	0	34	5	1	22	1383	0	0	0
0.335	1	0	34	6	4	8	421	0	0	0
0.336	1	0	34	7	2	14	775	0	0	0
0.337	1	0	34	8	4	8	421	0	0	0
0.338	1	0	34	9	4	8	421	0	0	0
0.339	1	0	34	10	3	20	1191	0	0	0
0.34	1	0	35	1	2	14	775	0	0	0
0.341	1	0	35	2	4	8	421	0	0	0
0.342	1	0	35	3	1	22	1383	0	0	0
0.343	1	0	35	4	4	8	421	0	0	0
0.344	1	0	35	5	6	28	2196	0	0	0
0.345	1	0	35	6	2	14	775	0	0	0
0.346	1	0	35	7	3	20	1191	0	0	0
0.347	1	0	35	8	4	8	421	0	0	0
0.348	1	0	35	9	4	8	421	0	0	0
0.349	1	0	35	10	1	22	1383	0	0	0
0.35	1	0	36	1	2	14	775	0	0	0
0.351	1	0	36	2	4	8	421	0	0	0
0.352	1	0	36	3	3	20	1191	0	0	0
0.353	1	0	36	4	4	8	421	0	0	0
0.354	1	0	36	5	2	14	775	0	0	0
0.355	1	0	36	6	4	8	421	0	0	0
0.356	1	0	36	7	1	22	1383	0	0	0
0.357	1	0	36	8	6	28	2196	0	0	0
0.358	1	0	36	9	4	8	421	0	0	0
0.359	1	0	36	10	2	14	775	0	0	0
0.36	1	0	37	1	3	20	1191	0	0	0
0.361	1	0	37	2	4	8	421	0	0	0
0.362	1	0	37	3	2	14	775	0	0	0
0.363	1	0	37	4	4	8	421	0	0	0
0.364	1	0	37	5	1	22	1383	0	0	0
0.365	1	0	37	6	4	8	421	0	0	0
0.366	1	0	37	7	3	20	1191	0	0	0
0.367	1	0	37	8	2	14	775	0	0	0
0.368	1	0	37	9	4	8	421	0	0	0
0.369	1	0	37	10	6	28	2196	0	0	0
0.37	1	0	38	1	4	8	421	0	0	0
0.371	1	0	38	2	2	14	775	0	0	0
0.372	1	0	38	3	1	22	1383	0	0	0
0.373	1	0	38	4	4	8	421	0	0	0
0.374	1	0	38	5	3	20	1191	0	0	0
0.375	1	0	38	6	4	8	421	0	0	0
0.376	1	0	38	7	2	14	775	0	0	0
0.377	1	0	38	8	4	8	421	0	0	0
0.378	1	0	38	9	3	20	1191	0	0	0
0.379	1	0	38	10	4	8	421	0	0	0
0.38	1	0	39	1	1	22	1383	0	0	0
0.381	1	0	39	2	2	14	775	0	0	0
0.382	1	0	39	3	6	28	2196	0	0	0
0.383	1	0	39	4	4	8	421	0	0	0
0.384	1	0	39	5	4	8	421	0	0	0
0.385	1	0	39	6	2	14	775	0	0	0
0.386	1	0	39	7	3	20	1191	0	0	0
0.387	1	0	39	8	4	8	421	0	0	0
0.388	1	0	39	9	1	22	1383	0	0	0
0.389	1	0	39	10	2	14	775	0	0	0
0.39	1	0	40	1	4	8	421	0	0	0
0.391	1	0	40	2	4	8	421	0	0	0
0.392	1	0	40	3	3	20	1191	0	0	0
0.393	1	0	40	4	6	28	2196	0	0	0
0.394	1	0	40	5	2	14	775	0	0	0
0.395	1	0	40	6	4	8	421	0	0	0
0.396	1	0	40	7	1	22	1383	0	0	0
0.397	1	0	40	8	4	8	421	0	0	0
0.398	1	0	40	9	2	14	775	0	0	0
0.399	1	0	40	10	4	8	421	0	0	0
0.4	1	0	41	1	3	20	1191	0	0	0
0.401	1	0	41	2	4	8	421	0	0	0
0.402	1	0	41	3	2	14	775	0	0	0
0.403	1	0	41	4	1	22	1383	0	0	0
0.404	1	0	41	5	4	8	421	0	0	0
0.405	1	0	41	6	6	28	2196	0	0	0
0.406	1	0	41	7	3	20	1191	0	0	0
0.407	1	0	41	8	4	8	421	0	0	0
0.408	1	0	41	9	2	14	775	0	0	0
0.409	1	0	41	10	4	8	421	0	0	0
0.41	1	0	42	1	1	22	1383	0	0	0
0.411	1	0	42	2	2	14	775	0	0	0
0.412	1	0	42	3	4	8	421	0	0	0
0.413	1	0	42	4	3	20	1191	0	0	0
0.414	1	0	42	5	4	8	421	0	0	0
0.415	1	0	42	6	2	14	775	0	0	0
0.416	1	0	42	7	4	8	421	0	0	0
0.417	1	0	42	8	6	28	2196	0	0	0
0.418	1	0	42	9	1	22	1383	0	0	0
0.419	1	0	42	10	4	8	421	0	0	0
0.42	1	0	43	1	3	20	1191	0	0	0
0.421	1	0	43	2	2	14	775	0	0	0
0.422	1	0	43	3	4	8	421	0	0	0
0.423	1	0	43	4	4	8	421	0	0	0
0.424	1	0	43	5	2	14	775	0	0	0
0.425	1	0	43	6	4	8	421	0	0	0
0.426	1	0	43	7	1	22	1383	0	0	0
0.427	1	0	43	8	3	20	1191	0	0	0
0.428	1	0	43	9	4	8	421	0	0	0
0.429	1	0	43	10	2	14	775	0	0	0
0.43	1	0	44	1	6	28	2196	0	0	0
0.431	1	0	44	2	4	8	421	0	0	0
0.432	1	0	44	3	3	20	1191	0	0	0
0.433	1	0	44	4	4	8	421	0	0	0
0.434	1	0	44	5	2	14	775	0	0	0
0.435	1	0	44	6	1	22	1383	0	0	0
0.436	1	0	44	7	4	8	421	0	0	0
0.437	1	0	44	8	2	14	775	0	0	0
0.438	1	0	44	9	4	8	421	0	0	0
0.439	1	0	44	10	3	20	1191	0	0	0
0.44	1	0	45	1	4	8	421	0	0	0
0.441	1	0	45	2	6	28	2196	0	0	0
0.442	1	0	45	3	1	22	1383	0	0	0
0.443	1	0	45	4	2	14	775	0	0	0
0.444	1	0	45	5	4	8	421	0	0	0
0.445	1	0	45	6	4	8	421	0	0	0
0.446	1	0	45	7	3	20	1191	0	0	0
0.447	1	0	45	8	2	14	775	0	0	0
0.448	1	0	45	9	4	8	421	0	0	0
0.449	1	0	45	10	1	22	1383	0	0	0
0.45	1	0	46	1	4	8	421	0	0	0
0.451	1	0	46	2	2	14	775	0	0	0
0.452	1	0	46	3	4	8	421	0	0	0
0.453	1	0	46	4	3	20	1191	0	0	0
0.454	1	0	46	5	6	28	2196	0	0	0
0.455	1	0	46	6	4	8	421	0	0	0
0.456	1	0	46	7	2	14	775	0	0	0
0.457	1	0	46	8	1	22	1383	0	0	0
0.458	1	0	46	9	4	8	421	0	0	0
0.459	1	0	46	10	3	20	1191	0	0	0
0.46	1	0	47	1	4	8	421	0	0	0
0.461	1	0	47	2	2	14	775	0	0	0
0.462	1	0	47	3	4	8	421	0	0	0
0.463	1	0	47	4	2	14	775	0	0	0
0.464	1	0	47	5	4	8	421	0	0	0
0.465	1	0	47	6	1	22	1383	0	0	0
0.466	1	0	47	7	6	28	2196	0	0	0
0.467	1	0	47	8	3	20	1191	0	0	0
0.468	1	0	47	9	4	8	421	0	0	0
0.469	1	0	47	10	2	14	775	0	0	0
0.47	1	0	48	1	4	8	421	0	0	0
0.471	1	0	48	2	4	8	421	0	0	0
0.472	1	0	48	3	1	22	1383	0	0	0
0.473	1	0	48	4	2	14	775	0	0	0
0.474	1	0	48	5	3	20	1191	0	0	0
0.475	1	0	48	6	4	8	421	0	0	0
0.476	1	0	48	7	4	8	421	0	0	0
0.477	1	0	48	8	6	28	2196	0	0	0
0.478	1	0	48	9	2	14	775	0	0	0
0.479	1	0	48	10	4	8	421	0	0	0
0.48	1	0	49	1	3	20	1191	0	0	0
0.481	1	0	49	2	1	22	1383	0	0	0
0.482	1	0	49	3	4	8	421	0	0	0
0.483	1	0	49	4	2	14	775	0	0	0
0.484	1	0	49	5	4	8	421	0	0	0
0.485	1	0	49	6	2	14	775	0	0	0
0.486	1	0	49	7	4	8	421	0	0	0
0.487	1	0	49	8	3	20	1191	0	0	0
0.488	1	0	49	9	1	22	1383	0	0	0
0.489	1	0	49	10	4	8	421	0	0	0
0.49	1	0	50	1	6	28	2196	0	0	0
0.491	1	0	50	2	2	14	775	0	0	0
0.492	1	0	50	3	4	8	421	0	0	0
0.493	1	0	50	4	3	20	1191	0	0	0
0.494	1	0	50	5	4	8	421	0	0	0
0.495	1	0	50	6	2	14	775	0	0	0
0.496	1	0	50	7	1	22	1383	0	0	0
0.497	1	0	50	8	4	8	421	0	0	0
0.498	1	0	50	9	4	8	421	0	0	0
0.499	1	0	50	10	2	14	775	0	0	0
0.5	1	0	51	1	3	20	1191	0	0	0
0.501	1	0	51	2	4	8	421	0	0	0
0.502	1	0	51	3	6	28	2196	0	0	0
0.503	1	0	51	4	4	8	421	0	0	0
0.504	1	0	51	5	1	22	1383	0	0	0
0.505	1	0	51	6	2	14	775	0	0	0
0.506	1	0	51	7	4	8	421	0	0	0
0.507	1	0	51	8	3	20	1191	0	0	0
0.508	1	0	51	9	4	8	421	0	0	0
0.509	1	0	51	10	2	14	775	0	0	0
0.51	1	0	52	1	4	8	421	0	0	0
0.511	1	0	52	2	1	22	1383	0	0	0
0.512	1	0	52	3	2	14	775	0	0	0
0.513	1	0	52	4	4	8	421	0	0	0
0.514	1	0	52	5	3	20	1191	0	0	0
0.515	1	0	52	6	6	28	2196	0	0	0
0.516	1	0	52	7	4	8	421	0	0	0
0.517	1	0	52	8	2	14	775	0	0	0
0.518	1	0	52	9	4	8	421	0	0	0
0.519	1	0	52	10	1	22	1383	0	0	0
0.52	1	0	53	1	3	20	1191	0	0	0
0.521	1	0	53	2	4	8	421	0	0	0
0.522	1	0	53	3	2	14	775	0	0	0
0.523	1	0	53	4	4	8	421	0	0	0
0.524	1	0	53	5	4	8	421	0	0	0
0.525	1	0	53	6	6	28	2196	0	0	0
0.526	1	0	53	7	2	14	775	0	0	0
0.527	1	0	53	8	3	20	1191	0	0	0
0.528	1	0	53	9	1	22	1383	0	0	0
0.529	1	0	53	10	4	8	421	0	0	0
0.53	1	0	54	1	4	8	421	0	0	0
0.531	1	0	54	2	2	14	775	0	0	0
0.532	1	0	54	3	4	8	421	0	0	0
0.533	1	0	54	4	3	20	1191	0	0	0
0.534	1	0	54	5	1	22	1383	0	0	0
0.535	1	0	54	6	4	8	421	0	0	0
0.536	1	0	54	7	2	14	775	0	0	0
0.537	1	0	54	8	4	8	421	0	0	0
0.538	1	0	54	9	6	28	2196	0	0	0
0.539	1	0	54	10	2	14	775	0	0	0
0.54	1	0	55	1	4	8	421	0	0	0
0.541	1	0	55	2	3	20	1191	0	0	0
0.542	1	0	55	3	4	8	421	0	0	0
0.543	1	0	55	4	1	22	1383	0	0	0
0.544	1	0	55	5	2	14	775	0	0	0
0.545	1	0	55	6	4	8	421	0	0	0
0.546	1	0	55	7	3	20	1191	0	0	0
0.547	1	0	55	8	4	8	421	0	0	0
0.548	1	0	55	9	2	14	775	0	0	0
0.549	1	0	55	10	4	8	421	0	0	0
0.55	1	0	56	1	6	28	2196	0	0	0
0.551	1	0	56	2	1	22	1383	0	0	0
0.552	1	0	56	3	4	8	421	0	0	0
0.553	1	0	56	4	2	14	775	0	0	0
0.554	1	0	56	5	3	20	1191	0	0	0
0.555	1	0	56	6	4	8	421	0	0	0
0.556	1	0	56	7	4	8	421	0	0	0
0.557	1	0	56	8	2	14	775	0	0	0
0.558	1	0	56	9	1	22	1383	0	0	0
0.559	1	0	56	10	4	8	421	0	0	0
0.56	1	0	57	1	3	20	1191	0	0	0
0.561	1	0	57	2	2	14	775	0	0	0
0.562	1	0	57	3	4	8	421	0	0	0
0.563	1	0	57	4	6	28	2196	0	0	0
0.564	1	0	57	5	4	8	421	0	0	0
0.565	1	0	57	6	1	22	1383	0	0	0
0.566	1	0	57	7	2	14	775	0	0	0
0.567	1	0	57	8	4	8	421	0	0	0
0.568	1	0	57	9	3	20	1191	0	0	0
0.569	1	0	57	10	4	8	421	0	0	0
0.57	1	0	58	1	2	14	775	0	0	0
0.571	1	0	58	2	4	8	421	0	0	0
0.572	1	0	58	3	1	22	1383	0	0	0
0.573	1	0	58	4	4	8	421	0	0	0
0.574	1	0	58	5	3	20	1191	0	0	0
0.575	1	0	58	6	6	28	2196	0	0	0
0.576	1	0	58	7	2	14	775	0	0	0
0.577	1	0	58	8	4	8	421	0	0	0
0.578	1	0	58	9	4	8	421	0	0	0
0.579	1	0	58	10	2	14	775	0	0	0
0.58	1	0	59	1	3	20	1191	0	0	0
0.581	1	0	59	2	4	8	421	0	0	0
0.582	1	0	59	3	1	22	1383	0	0	0
0.583	1	0	59	4	4	8	421	0	0	0
0.584	1	0	59	5	2	14	775	0	0	0
0.585	1	0	59	6	4	8	421	0	0	0
0.586	1	0	59	7	6	28	2196	0	0	0
0.587	1	0	59	8	3	20	1191	0	0	0
